(1, 'Семёнова Ч.Э.', 'Павлов Л.Р.')
(204, 'Павлов Ю.Ю.', 'Алексеева С.Ю.')
(205, 'Николаева Щ.Э.', 'Фёдоров Щ.Б.')
(206, 'Николаева Щ.Э.', 'Михайлова Э.С.')
(207, 'Яковлев Щ.Р.', 'Смирнов Т.Т.')
(208, 'Алексеев Х.В.', 'Александров А.К.')
(210, 'Николаева Ц.Ф.', 'Соколов З.Ю.')
(211, 'Дмитриев Л.В.', 'Лебедев П.Д.')
(212, 'Григорьева Б.С.', 'Алексеева С.Ю.')
(213, 'Яковлев Ю.А.', 'Степанова Э.Р.')
(214, 'Соловьёв Ц.П.', 'Михайлова Е.Б.')
(215, 'Григорьева Б.С.', 'Кузнецов Т.Д.')
(217, 'Степанова Д.К.', 'Соколова Ф.Х.')
(219, 'Егорова Я.У.', 'Лебедев Х.Е.')
(221, 'Степанова Д.К.', 'Степанов Ж.Я.')
(222, 'Александрова П.П.', 'Богданова Б.В.')
(223, 'Павлов Ю.Ю.', 'Кузнецова П.Я.')
(224, 'Васильева К.И.', 'Михайлова Э.С.')
(225, 'Яковлев Щ.Р.', 'Николаев Ш.А.')
(226, 'Николаева Ц.Ф.', 'Дмитриев Щ.В.')
(227, 'Михайлова Р.А.', 'Волкова Ф.Ш.')
(228, 'Яковлев Ю.А.', 'Михайлова Э.С.')
(229, 'Павлов Ю.Ю.', 'Григорьева У.Т.')
(230, 'Соловьёв Ц.П.', 'Александров Ц.А.')
(232, 'Павлов Ю.Ю.', 'Лебедев Х.Е.')
(233, 'Лебедев Ч.Ж.', 'Кузнецова И.Т.')
(234, 'Павлов Ю.Ю.', 'Смирнова Ю.Ч.')
(236, 'Павлов Ю.Ю.', 'Лебедева У.Л.')
(237, 'Александрова П.П.', 'Яковлев Е.Д.')
(238, 'Александров Щ.Ю.', 'Павлов Д.Х.')
(239, 'Лебедев Ч.Ж.', 'Васильева М.Ц.')
(240, 'Дмитриев Л.В.', 'Александров А.К.')
(241, 'Лебедев Ч.Ж.', 'Богданов У.М.')
(242, 'Яковлев Щ.Р.', 'Степанов Ж.Я.')
(243, 'Павлов Ю.Ю.', 'Кузнецова И.Т.')
(244, 'Егорова Я.У.', 'Смирнов Т.Т.')
(245, 'Алексеев Х.В.', 'Петрова Ч.З.')
(246, 'Васильева К.И.', 'Лебедев П.У.')
(247, 'Степанова Х.Р.', 'Соколов Р.Ш.')
(248, 'Михайлова Р.А.', 'Андреев И.С.')
(249, 'Соловьёв Ц.П.', 'Александров Ц.А.')
(250, 'Васильева К.И.', 'Никитина Ч.Ф.')
(251, 'Яковлев Ю.А.', 'Смирнов А.Я.')
(252, 'Семёнова Ч.Э.', 'Соколова Е.У.')
(253, 'Егорова Я.У.', 'Соколова Ч.Б.')
(254, 'Яковлев Ю.А.', 'Кузнецова И.Т.')
(255, 'Алексеева В.Ш.', 'Волкова К.Ж.')
(256, 'Алексеев Х.В.', 'Николаев Т.Б.')
(257, 'Степанова Д.К.', 'Кузнецова Щ.К.')
(258, 'Васильева К.И.', 'Кузнецова П.Я.')
(259, 'Лебедев Ч.Ж.', 'Кузнецов Т.Д.')
(260, 'Дмитриев Л.В.', 'Павлов Д.Х.')
(261, 'Яковлев Ю.А.', 'Яковлев Э.М.')
(262, 'Яковлев Щ.Р.', 'Соловьёва П.З.')
(263, 'Яковлев Ю.А.', 'Васильева М.Ц.')
(264, 'Михайлова Р.А.', 'Яковлев Б.Р.')
(265, 'Дмитриев Л.В.', 'Смирнов С.Щ.')
(266, 'Дмитриев Л.В.', 'Богданова Б.В.')
(268, 'Семёнова Ч.Э.', 'Волкова К.Ж.')
(269, 'Григорьева Б.С.', 'Григорьева У.Т.')
(270, 'Егоров Л.Б.', 'Соловьёв Т.Т.')
(271, 'Егорова Я.У.', 'Соколов З.Ю.')
(272, 'Алексеев Х.В.', 'Дмитриева Л.Ч.')
(273, 'Александров Щ.Ю.', 'Васильев Н.Ю.')
(274, 'Алексеев Х.В.', 'Соколов З.Ю.')
(275, 'Яковлев Ю.А.', 'Петрова Ч.З.')
(276, 'Александрова П.П.', 'Михайлова Е.Б.')
(277, 'Яковлев Щ.Р.', 'Яковлев Е.Д.')
(279, 'Семёнова Ч.Э.', 'Васильев Е.З.')
(280, 'Алексеев Х.В.', 'Степанов Л.З.')
(282, 'Соловьёв Ц.П.', 'Кузнецова И.Т.')
(283, 'Васильева К.И.', 'Степанов Л.З.')
(284, 'Михайлова Р.А.', 'Соколова Е.У.')
(285, 'Лебедев Ч.Ж.', 'Богданова И.Ж.')
(286, 'Александрова П.П.', 'Кузнецова П.Я.')
(287, 'Васильева К.И.', 'Соколов Р.Ш.')
(288, 'Алексеева В.Ш.', 'Яковлева Л.П.')
(289, 'Егорова Я.У.', 'Андреев И.С.')
(291, 'Егорова Я.У.', 'Степанова Е.Ж.')
(293, 'Егоров Л.Б.', 'Михайлова Э.С.')
(294, 'Яковлев Щ.Р.', 'Богданова И.Ж.')
(295, 'Александрова П.П.', 'Волков Ж.Б.')
(296, 'Александрова П.П.', 'Григорьева У.Т.')
(298, 'Егорова Я.У.', 'Павлов Л.Р.')
(299, 'Алексеева В.Ш.', 'Дмитриева Л.Ч.')
(300, 'Александрова П.П.', 'Николаева Д.В.')
(301, 'Александров Щ.Ю.', 'Александров Ц.А.')
(302, 'Степанова Х.Р.', 'Дмитриева Ф.Ш.')
(303, 'Егоров Л.Б.', 'Степанов Л.З.')
(304, 'Соловьёв Ц.П.', 'Павлов Я.Т.')
(305, 'Дмитриев Л.В.', 'Павлова М.З.')
(306, 'Александрова П.П.', 'Смирнов О.Я.')
(307, 'Николаева Щ.Э.', 'Соколова Ч.Б.')
(308, 'Алексеев Х.В.', 'Михайлова Э.С.')
(309, 'Егорова Я.У.', 'Иванова Ж.У.')
(311, 'Егорова Я.У.', 'Смирнов Т.Т.')
(312, 'Лебедев Ч.Ж.', 'Александров Э.А.')
(313, 'Николаева Ц.Ф.', 'Смирнова Ю.Ч.')
(314, 'Алексеева В.Ш.', 'Лебедева У.Л.')
(315, 'Егоров Л.Б.', 'Александров Э.А.')
(316, 'Алексеева В.Ш.', 'Яковлева Л.П.')
(317, 'Дмитриев Л.В.', 'Андреев И.С.')
(318, 'Алексеев Х.В.', 'Васильев Е.У.')
(319, 'Семёнова Ч.Э.', 'Соловьёв Т.Т.')
(320, 'Лебедев Ч.Ж.', 'Павлов Д.Х.')
(321, 'Семёнова Ч.Э.', 'Соколова Ф.Х.')
(322, 'Васильева К.И.', 'Дмитриева Л.Ч.')
(323, 'Павлов Ю.Ю.', 'Павлов Я.Т.')
(325, 'Александров Щ.Ю.', 'Андреева Э.П.')
(326, 'Соловьёв Ц.П.', 'Александров А.К.')
(327, 'Павлов Ю.Ю.', 'Васильева М.Ц.')
(328, 'Лебедев Ч.Ж.', 'Михайлов Ф.И.')
(329, 'Степанова Д.К.', 'Алексеева К.Ч.')
(330, 'Дмитриев Л.В.', 'Яковлев Б.Р.')
(331, 'Николаева Ц.Ф.', 'Егорова Т.Ф.')
(332, 'Александров Щ.Ю.', 'Степанова Г.И.')
(333, 'Яковлев Ю.А.', 'Яковлев Н.К.')
(335, 'Алексеева В.Ш.', 'Попов С.А.')
(336, 'Михайлова Р.А.', 'Павлов Л.Р.')
(338, 'Семёнова Ч.Э.', 'Егоров З.И.')
(339, 'Степанова Д.К.', 'Григорьева Я.Г.')
(340, 'Яковлев Щ.Р.', 'Кузнецов Т.Д.')
(341, 'Александрова П.П.', 'Егорова Т.Ф.')
(342, 'Яковлев Щ.Р.', 'Волков Ж.Б.')
(343, 'Степанова Д.К.', 'Смирнов З.Ц.')
(344, 'Михайлова Р.А.', 'Соколов Р.Ш.')
(345, 'Павлов Ю.Ю.', 'Алексеева К.Ч.')
(346, 'Егоров Л.Б.', 'Никитина Ч.Ф.')
(347, 'Степанова Х.Р.', 'Павлов Д.Х.')
(349, 'Михайлова Р.А.', 'Волкова Ф.Ш.')
(350, 'Алексеева В.Ш.', 'Волкова К.Ж.')
(351, 'Яковлев Щ.Р.', 'Соколов Р.Ш.')
(352, 'Семёнова Ч.Э.', 'Семёнов У.А.')
(353, 'Васильева К.И.', 'Николаев Т.Б.')
(354, 'Алексеев Х.В.', 'Александров Э.А.')
(355, 'Алексеев Х.В.', 'Николаева Р.Ц.')
(356, 'Степанова Д.К.', 'Николаева Д.В.')
(357, 'Соловьёв Ц.П.', 'Егорова Т.Ф.')
(358, 'Егорова Я.У.', 'Павлова М.З.')
(359, 'Яковлев Ю.А.', 'Лебедев Ю.Н.')
(360, 'Яковлев Щ.Р.', 'Васильев Е.З.')
(361, 'Яковлев Ю.А.', 'Кузнецов Д.С.')
(362, 'Степанова Х.Р.', 'Кузнецов Т.Д.')
(363, 'Яковлев Щ.Р.', 'Семёнов У.А.')
(364, 'Павлов Ю.Ю.', 'Иванова Л.Э.')
(365, 'Павлов Ю.Ю.', 'Александрова Ю.Б.')
(367, 'Александрова П.П.', 'Алексеева С.Ю.')
(368, 'Соловьёв Ц.П.', 'Степанова Э.Р.')
(369, 'Егоров Л.Б.', 'Соколова Ф.Х.')
(370, 'Дмитриев Л.В.', 'Никитина Ч.Ф.')
(371, 'Егоров Л.Б.', 'Иванов В.Р.')
(373, 'Лебедев Ч.Ж.', 'Петрова Ч.З.')
(374, 'Яковлев Щ.Р.', 'Степанов Л.З.')
(375, 'Яковлев Щ.Р.', 'Смирнов А.Я.')
(376, 'Степанова Д.К.', 'Дмитриева Л.Ч.')
(377, 'Григорьева Б.С.', 'Алексеева К.Ч.')
(378, 'Григорьева Б.С.', 'Степанов Ж.Я.')
(379, 'Яковлев Ю.А.', 'Александров А.К.')
(381, 'Александров Щ.Ю.', 'Соколова Е.У.')
(382, 'Яковлев Ю.А.', 'Павлов Л.Р.')
(384, 'Михайлова Р.А.', 'Попов С.А.')
(386, 'Соловьёв Ц.П.', 'Соколова Ч.Б.')
(387, 'Алексеев Х.В.', 'Семёнова Ш.И.')
(389, 'Яковлев Ю.А.', 'Михайлов Ф.И.')
(390, 'Дмитриев Л.В.', 'Никитина Ч.Ф.')
(391, 'Алексеева В.Ш.', 'Фёдоров Щ.Б.')
(392, 'Александрова П.П.', 'Александров У.Х.')
(393, 'Павлов Ю.Ю.', 'Александров Х.В.')
(394, 'Яковлев Щ.Р.', 'Иванова Л.Э.')
(395, 'Александрова П.П.', 'Никитина Ч.Ф.')
(396, 'Степанова Х.Р.', 'Михайлова Е.Б.')
(397, 'Яковлев Щ.Р.', 'Яковлева Л.П.')
(398, 'Егоров Л.Б.', 'Кузнецова П.Я.')
(399, 'Семёнова Ч.Э.', 'Волкова К.Ж.')
(401, 'Михайлова Р.А.', 'Попов С.А.')
(402, 'Семёнова Ч.Э.', 'Николаев Ш.А.')
(403, 'Соловьёв Ц.П.', 'Павлов Я.Т.')
(404, 'Николаева Щ.Э.', 'Соловьёв Т.Т.')
(405, 'Александров Щ.Ю.', 'Николаев Л.И.')
(406, 'Алексеев Х.В.', 'Семёнова Ш.И.')
(407, 'Степанова Х.Р.', 'Григорьева Э.Ж.')
(409, 'Дмитриев Л.В.', 'Иванов В.Р.')
(410, 'Александров Щ.Ю.', 'Семёнов Л.И.')
(411, 'Григорьева Б.С.', 'Соловьёв Т.Т.')
(412, 'Яковлев Ю.А.', 'Яковлев Е.Д.')
(413, 'Николаева Ц.Ф.', 'Соколова Е.У.')
(414, 'Алексеев Х.В.', 'Дмитриева Л.Ч.')
(415, 'Дмитриев Л.В.', 'Яковлев Э.М.')
(419, 'Михайлова Р.А.', 'Соколов Р.Ш.')
(420, 'Семёнова Ч.Э.', 'Дмитриев Щ.В.')
(422, 'Николаева Ц.Ф.', 'Кузнецова И.Т.')
(423, 'Михайлова Р.А.', 'Попова Ц.Ж.')
(424, 'Лебедев Ч.Ж.', 'Алексеева С.Ю.')
(425, 'Яковлев Щ.Р.', 'Соколова Е.У.')
(426, 'Григорьева Б.С.', 'Николаева Р.Ц.')
(427, 'Егоров Л.Б.', 'Кузнецова Щ.К.')
(428, 'Александрова П.П.', 'Андреева Э.П.')
(429, 'Николаева Щ.Э.', 'Кузнецова И.Т.')
(430, 'Васильева К.И.', 'Николаев Т.Б.')
(431, 'Егоров Л.Б.', 'Богданова И.Ж.')
(432, 'Васильева К.И.', 'Богданова И.Ж.')
(433, 'Лебедев Ч.Ж.', 'Попов К.А.')
(434, 'Григорьева Б.С.', 'Степанова Г.И.')
(435, 'Алексеев Х.В.', 'Михайлова Э.С.')
(436, 'Алексеева В.Ш.', 'Егорова Т.Ф.')
(437, 'Дмитриев Л.В.', 'Попова Ц.Ж.')
(438, 'Лебедев Ч.Ж.', 'Попов К.А.')
(439, 'Николаева Щ.Э.', 'Кузнецов Д.С.')
(440, 'Егорова Я.У.', 'Павлов Д.Х.')
(441, 'Соловьёв Ц.П.', 'Егоров Д.Е.')
(442, 'Павлов Ю.Ю.', 'Волкова Ф.Ш.')
(443, 'Михайлова Р.А.', 'Смирнова Ю.Ч.')
(444, 'Васильева К.И.', 'Кузнецова Ч.Х.')
(445, 'Семёнова Ч.Э.', 'Егоров Д.Е.')
(446, 'Степанова Д.К.', 'Степанова Э.Р.')
(447, 'Михайлова Р.А.', 'Павлов Д.Х.')
(448, 'Николаева Ц.Ф.', 'Богданова Б.В.')
(451, 'Александров Щ.Ю.', 'Николаев Л.И.')
(452, 'Егорова Я.У.', 'Андреев Ж.С.')
(453, 'Николаева Щ.Э.', 'Соколова Ч.Б.')
(454, 'Николаева Щ.Э.', 'Никитина Ч.Ф.')
(455, 'Степанова Х.Р.', 'Соколова Ф.Х.')
(456, 'Михайлова Р.А.', 'Васильев Н.Ю.')
(457, 'Николаева Ц.Ф.', 'Павлов Л.Р.')
(459, 'Алексеева В.Ш.', 'Алексеева К.Ч.')
(460, 'Александрова П.П.', 'Соколова Ф.Х.')
(461, 'Степанова Х.Р.', 'Соколов Р.Ш.')
(462, 'Семёнова Ч.Э.', 'Кузнецова Ч.Х.')
(463, 'Егоров Л.Б.', 'Смирнов Т.Т.')
(464, 'Павлов Ю.Ю.', 'Кузнецова И.Т.')
(465, 'Васильева К.И.', 'Григорьева У.Т.')
(466, 'Егоров Л.Б.', 'Яковлев Н.К.')
(467, 'Григорьева Б.С.', 'Фёдоров Щ.Б.')
(469, 'Алексеев Х.В.', 'Андреева Ц.В.')
(470, 'Яковлев Ю.А.', 'Соколов У.Ф.')
(471, 'Васильева К.И.', 'Петрова З.В.')
(472, 'Соловьёв Ц.П.', 'Кузнецов Д.С.')
(473, 'Егорова Я.У.', 'Егорова Т.Ф.')
(474, 'Соловьёв Ц.П.', 'Григорьева Э.Ж.')
(476, 'Степанова Х.Р.', 'Фёдоров Щ.Б.')
(477, 'Егоров Л.Б.', 'Александров Х.В.')
(479, 'Дмитриев Л.В.', 'Кузнецов Д.С.')
(480, 'Алексеева В.Ш.', 'Богданов У.М.')
(482, 'Яковлев Ю.А.', 'Степанова Е.Ж.')
(483, 'Алексеева В.Ш.', 'Павлов Л.Р.')
(484, 'Александров Щ.Ю.', 'Николаев Л.И.')
(485, 'Павлов Ю.Ю.', 'Григорьева Я.Г.')
(486, 'Егорова Я.У.', 'Николаева Р.Ц.')
(487, 'Александров Щ.Ю.', 'Семёнова Ш.И.')
(488, 'Егорова Я.У.', 'Смирнов С.Щ.')
(489, 'Алексеева В.Ш.', 'Соколова Щ.А.')
(490, 'Дмитриев Л.В.', 'Яковлев Э.М.')
(493, 'Семёнова Ч.Э.', 'Волкова Ф.Ш.')
(495, 'Дмитриев Л.В.', 'Егорова Т.Ф.')
(496, 'Семёнова Ч.Э.', 'Михайлова Э.С.')
(497, 'Яковлев Щ.Р.', 'Фёдоров Щ.Б.')
(498, 'Николаева Щ.Э.', 'Попов К.А.')
(500, 'Алексеева В.Ш.', 'Павлов Д.Х.')
(501, 'Степанова Х.Р.', 'Григорьева У.Т.')
(503, 'Григорьева Б.С.', 'Андреев Ж.С.')
(505, 'Павлов Ю.Ю.', 'Кузнецова Ч.Х.')
(507, 'Яковлев Щ.Р.', 'Григорьева У.Т.')
(508, 'Александрова П.П.', 'Семёнова Ш.И.')
(509, 'Николаева Щ.Э.', 'Попов С.А.')
(510, 'Яковлев Ю.А.', 'Николаева Р.Ц.')
(511, 'Яковлев Щ.Р.', 'Богданова Б.В.')
(512, 'Николаева Щ.Э.', 'Богданова И.Ж.')
(513, 'Михайлова Р.А.', 'Яковлев Е.Д.')
(514, 'Яковлев Щ.Р.', 'Яковлев Е.Д.')
(515, 'Михайлова Р.А.', 'Яковлев Э.М.')
(516, 'Семёнова Ч.Э.', 'Александров Ц.А.')
(517, 'Павлов Ю.Ю.', 'Михайлова Е.Б.')
(518, 'Дмитриев Л.В.', 'Яковлев Э.М.')
(519, 'Дмитриев Л.В.', 'Соловьёва П.З.')
(520, 'Васильева К.И.', 'Алексеева С.Ю.')
